scenario,tz_name,daio,year,flights
Actual,NM Area,AD,2019,2042750
Actual,NM Area,I,2019,8950320
Actual,NM Area,O,2019,113240
Actual,NM Area,T,2019,11106310
Actual,Albania,AD,2019,28432
Actual,Albania,I,2019,34
Actual,Albania,O,2019,192297
Actual,Albania,T,2019,220763
Actual,Armenia,AD,2019,26574
Actual,Armenia,I,2019,8
Actual,Armenia,O,2019,40353
Actual,Armenia,T,2019,66935
Actual,Austria,AD,2019,338108
Actual,Austria,I,2019,16594
Actual,Austria,O,2019,1009864
Actual,Austria,T,2019,1364566
Actual,Azerbaijan,AD,2019,50608
Actual,Azerbaijan,I,2019,5278
Actual,Azerbaijan,O,2019,87203
Actual,Azerbaijan,T,2019,143089
Actual,BLUE MED FAB,AD,2019,1377212
Actual,BLUE MED FAB,I,2019,479555
Actual,BLUE MED FAB,O,2019,906429
Actual,BLUE MED FAB,T,2019,2763196
Actual,Baltic FAB,AD,2019,418643
Actual,Baltic FAB,I,2019,52231
Actual,Baltic FAB,O,2019,555228
Actual,Baltic FAB,T,2019,1026102
Actual,Belgium/Luxembourg,AD,2019,412812
Actual,Belgium/Luxembourg,I,2019,5138
Actual,Belgium/Luxembourg,O,2019,830804
Actual,Belgium/Luxembourg,T,2019,1248754
Actual,Bosnia and Herzegovina,AD,2019,19005
Actual,Bosnia and Herzegovina,I,2019,230
Actual,Bosnia and Herzegovina,O,2019,413198
Actual,Bosnia and Herzegovina,T,2019,432433
Actual,Bulgaria,AD,2019,88837
Actual,Bulgaria,I,2019,4262
Actual,Bulgaria,O,2019,786276
Actual,Bulgaria,T,2019,879375
Actual,Croatia,AD,2019,102356
Actual,Croatia,I,2019,11015
Actual,Croatia,O,2019,600848
Actual,Croatia,T,2019,714219
Actual,Cyprus,AD,2019,81684
Actual,Cyprus,I,2019,1801
Actual,Cyprus,O,2019,327981
Actual,Cyprus,T,2019,411466
Actual,Czech Republic,AD,2019,165813
Actual,Czech Republic,I,2019,6101
Actual,Czech Republic,O,2019,695320
Actual,Czech Republic,T,2019,867234
Actual,DK-SE FAB,AD,2019,527423
Actual,DK-SE FAB,I,2019,189874
Actual,DK-SE FAB,O,2019,358023
Actual,DK-SE FAB,T,2019,1075320
Actual,Danube FAB,AD,2019,249301
Actual,Danube FAB,I,2019,29651
Actual,Danube FAB,O,2019,781413
Actual,Danube FAB,T,2019,1060365
Actual,Denmark,AD,2019,296446
Actual,Denmark,I,2019,38760
Actual,Denmark,O,2019,334168
Actual,Denmark,T,2019,669374
Actual,ECAC,AD,2019,2292660
Actual,ECAC,I,2019,8595493
Actual,ECAC,O,2019,197149
Actual,ECAC,T,2019,11085302
Actual,ESRA08,AD,2019,2422394
Actual,ESRA08,I,2019,8285151
Actual,ESRA08,O,2019,152331
Actual,ESRA08,T,2019,10859876
Actual,EU27,AD,2019,3787379
Actual,EU27,I,2019,4937366
Actual,EU27,O,2019,986051
Actual,EU27,T,2019,9710796
Actual,Estonia,AD,2019,42157
Actual,Estonia,I,2019,3911
Actual,Estonia,O,2019,182664
Actual,Estonia,T,2019,228732
Actual,FAB CE,AD,2019,745821
Actual,FAB CE,I,2019,73856
Actual,FAB CE,O,2019,1573855
Actual,FAB CE,T,2019,2393532
Actual,FABEC,AD,2019,3445015
Actual,FABEC,I,2019,1237843
Actual,FABEC,O,2019,1614823
Actual,FABEC,T,2019,6297681
Actual,Finland,AD,2019,172400
Actual,Finland,I,2019,50319
Actual,Finland,O,2019,62471
Actual,Finland,T,2019,285190
Actual,France,AD,2019,1174512
Actual,France,I,2019,398988
Actual,France,O,2019,1798271
Actual,France,T,2019,3371771
Actual,Georgia,AD,2019,45407
Actual,Georgia,I,2019,931
Actual,Georgia,O,2019,92034
Actual,Georgia,T,2019,138372
Actual,Germany,AD,2019,1717573
Actual,Germany,I,2019,337706
Actual,Germany,O,2019,1338464
Actual,Germany,T,2019,3393743
Actual,Greece,AD,2019,339591
Actual,Greece,I,2019,121209
Actual,Greece,O,2019,423290
Actual,Greece,T,2019,884090
Actual,Hungary,AD,2019,130877
Actual,Hungary,I,2019,693
Actual,Hungary,O,2019,760394
Actual,Hungary,T,2019,891964
Actual,Iceland,AD,2019,56670
Actual,Iceland,I,2019,13610
Actual,Iceland,O,2019,124751
Actual,Iceland,T,2019,195031
Actual,Ireland,AD,2019,288174
Actual,Ireland,I,2019,6669
Actual,Ireland,O,2019,351753
Actual,Ireland,T,2019,646596
Actual,Israel,AD,2019,162662
Actual,Israel,I,2019,14002
Actual,Israel,O,2019,28393
Actual,Israel,T,2019,205057
Actual,Italy,AD,2019,1013314
Actual,Italy,I,2019,298629
Actual,Italy,O,2019,650239
Actual,Italy,T,2019,1962182
Actual,Latvia,AD,2019,86089
Actual,Latvia,I,2019,964
Actual,Latvia,O,2019,210973
Actual,Latvia,T,2019,298026
Actual,Lithuania,AD,2019,60477
Actual,Lithuania,I,2019,3283
Actual,Lithuania,O,2019,239406
Actual,Lithuania,T,2019,303166
Actual,Malta,AD,2019,57697
Actual,Malta,I,2019,242
Actual,Malta,O,2019,72291
Actual,Malta,T,2019,130230
Actual,Moldova,AD,2019,27316
Actual,Moldova,I,2019,35
Actual,Moldova,O,2019,27949
Actual,Moldova,T,2019,55300
Actual,Morocco,AD,2019,170733
Actual,Morocco,I,2019,29525
Actual,Morocco,O,2019,242675
Actual,Morocco,T,2019,442933
Actual,NEFAB,AD,2019,475625
Actual,NEFAB,I,2019,363488
Actual,NEFAB,O,2019,242897
Actual,NEFAB,T,2019,1082010
Actual,Netherlands,AD,2019,594684
Actual,Netherlands,I,2019,16897
Actual,Netherlands,O,2019,719954
Actual,Netherlands,T,2019,1331535
Actual,North Macedonia,AD,2019,21340
Actual,North Macedonia,I,2019,22
Actual,North Macedonia,O,2019,201239
Actual,North Macedonia,T,2019,222601
Actual,Norway-Continental,AD,2019,235694
Actual,Norway-Continental,I,2019,276927
Actual,Norway-Continental,O,2019,78651
Actual,Norway-Continental,T,2019,591272
Actual,Poland,AD,2019,368450
Actual,Poland,I,2019,43806
Actual,Poland,O,2019,500217
Actual,Poland,T,2019,912473
Actual,Portugal,AD,2019,346301
Actual,Portugal,I,2019,59924
Actual,Portugal,O,2019,326714
Actual,Portugal,T,2019,732939
Actual,Portugal-Continental,AD,2019,352986
Actual,Portugal-Continental,I,2019,31960
Actual,Portugal-Continental,O,2019,266277
Actual,Portugal-Continental,T,2019,651223
Actual,Portugal-SantaMaria,AD,2019,17591
Actual,Portugal-SantaMaria,I,2019,15826
Actual,Portugal-SantaMaria,O,2019,133848
Actual,Portugal-SantaMaria,T,2019,167265
Actual,Romania,AD,2019,164114
Actual,Romania,I,2019,23564
Actual,Romania,O,2019,559552
Actual,Romania,T,2019,747230
Actual,SES-RP2,AD,2019,2480653
Actual,SES-RP2,I,2019,7468097
Actual,SES-RP2,O,2019,386313
Actual,SES-RP2,T,2019,10335063
Actual,SES-RP3,AD,2019,3519168
Actual,SES-RP3,I,2019,5691879
Actual,SES-RP3,O,2019,773787
Actual,SES-RP3,T,2019,9984834
Actual,Serbia/Montenegro,AD,2019,105827
Actual,Serbia/Montenegro,I,2019,8110
Actual,Serbia/Montenegro,O,2019,650272
Actual,Serbia/Montenegro,T,2019,764209
Actual,Slovakia,AD,2019,31533
Actual,Slovakia,I,2019,1985
Actual,Slovakia,O,2019,528363
Actual,Slovakia,T,2019,561881
Actual,Slovenia,AD,2019,30078
Actual,Slovenia,I,2019,1188
Actual,Slovenia,O,2019,428342
Actual,Slovenia,T,2019,459608
Actual,South West FAB,AD,2019,1507948
Actual,South West FAB,I,2019,510350
Actual,South West FAB,O,2019,202711
Actual,South West FAB,T,2019,2221009
Actual,Spain,AD,2019,1251515
Actual,Spain,I,2019,434718
Actual,Spain,O,2019,465485
Actual,Spain,T,2019,2151718
Actual,Spain-Canaries,AD,2019,215155
Actual,Spain-Canaries,I,2019,92231
Actual,Spain-Canaries,O,2019,50440
Actual,Spain-Canaries,T,2019,357826
Actual,Spain-Continental,AD,2019,1160394
Actual,Spain-Continental,I,2019,275865
Actual,Spain-Continental,O,2019,581731
Actual,Spain-Continental,T,2019,2017990
Actual,Sweden,AD,2019,277426
Actual,Sweden,I,2019,127398
Actual,Sweden,O,2019,418584
Actual,Sweden,T,2019,823408
Actual,Switzerland,AD,2019,463405
Actual,Switzerland,I,2019,18030
Actual,Switzerland,O,2019,695170
Actual,Switzerland,T,2019,1176605
Actual,Türkiye,AD,2019,686920
Actual,Türkiye,I,2019,337511
Actual,Türkiye,O,2019,522911
Actual,Türkiye,T,2019,1547342
Actual,UK-Continental,AD,2019,1766030
Actual,UK-Continental,I,2019,361324
Actual,UK-Continental,O,2019,452877
Actual,UK-Continental,T,2019,2580231
Actual,UK-Ireland FAB,AD,2019,1810502
Actual,UK-Ireland FAB,I,2019,489844
Actual,UK-Ireland FAB,O,2019,320416
Actual,UK-Ireland FAB,T,2019,2620762
Actual,NM Area,AD,2020,880745
Actual,NM Area,I,2020,4050524
Actual,NM Area,O,2020,53242
Actual,NM Area,T,2020,4984511
Actual,Albania,AD,2020,15278
Actual,Albania,I,2020,5
Actual,Albania,O,2020,86402
Actual,Albania,T,2020,101685
Actual,Armenia,AD,2020,9756
Actual,Armenia,I,2020,7
Actual,Armenia,O,2020,10878
Actual,Armenia,T,2020,20641
Actual,Austria,AD,2020,137840
Actual,Austria,I,2020,9807
Actual,Austria,O,2020,442433
Actual,Austria,T,2020,590080
Actual,Azerbaijan,AD,2020,23150
Actual,Azerbaijan,I,2020,1733
Actual,Azerbaijan,O,2020,43832
Actual,Azerbaijan,T,2020,68715
Actual,BLUE MED FAB,AD,2020,493872
Actual,BLUE MED FAB,I,2020,262518
